DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,HIGH_CONSUMER,Total_Empl
Other Officials               ,6/20/2015,0,3
Other Officials               ,12/5/2015,0,3
Other Officials               ,1/30/2016,0,3
Parking Authority of River Cty,3/30/2013,5,25
Parking Authority of River Cty,12/17/2016,5,28
Parking Authority of River Cty,7/1/2017,3,28
Public Health & Wellness,7/20/2013,57,254
Public Health & Wellness,12/6/2014,59,206
Public Health & Wellness,4/11/2015,57,209
Public Health & Wellness,11/21/2015,48,199
Public Health & Wellness,7/2/2016,49,215
Public Health & Wellness,7/16/2016,46,218
Public Health & Wellness,7/30/2016,48,219
Public Health & Wellness,7/15/2017,50,230
PW&A ,9/29/2012,162,437
PW&A ,11/23/2013,124,429
PW&A ,7/16/2016,140,456
PW&A ,9/24/2016,155,456
PW&A ,11/5/2016,146,457
Waterfront Development Corp,10/12/2013,3,18
Waterfront Development Corp,5/10/2014,5,19
Waterfront Development Corp,4/11/2015,8,20
Waterfront Development Corp,8/1/2015,8,22
Waterfront Development Corp,11/7/2015,7,20
Youth Detention Services      ,11/26/2011,18,117
Youth Detention Services      ,10/27/2012,19,121
Youth Detention Services      ,5/11/2013,23,124
Youth Detention Services      ,3/1/2014,22,120
Youth Detention Services      ,7/1/2017,32,112
Zoo,4/28/2012,26,230
Zoo,7/20/2013,22,271
Zoo,4/26/2014,18,241
Zoo,12/6/2014,15,156
Zoo,2/13/2016,20,144
Zoo,7/2/2016,19,273
Office of Performance Improvmt,5/6/2017,1,13
OMB ,12/10/2011,50,177
OMB ,3/31/2012,46,175
OMB ,3/2/2013,50,178
OMB ,11/22/2014,45,180
OMB ,7/1/2017,46,199
Other Officials               ,10/15/2011,0,3
Other Officials               ,6/9/2012,0,3
Other Officials               ,9/1/2012,0,3
Other Officials               ,3/30/2013,0,3
Other Officials               ,7/6/2013,0,3
Other Officials               ,8/16/2014,0,3
Parking Authority of River Cty,10/13/2012,3,21
Parking Authority of River Cty,9/13/2014,3,26
Public Health & Wellness,11/10/2012,87,255
Public Health & Wellness,8/17/2013,58,252
Public Health & Wellness,11/9/2013,55,242
Public Health & Wellness,10/11/2014,67,211
Public Health & Wellness,5/23/2015,54,204
Public Health & Wellness,4/23/2016,46,212
Public Health & Wellness,9/10/2016,48,217
Public Health & Wellness,7/29/2017,52,226
Public Health & Wellness,8/26/2017,55,224
PW&A ,2/16/2013,145,437
PW&A ,7/19/2014,130,440
PW&A ,6/4/2016,139,455
PW&A ,7/29/2017,154,463
PW&A ,8/26/2017,159,459
Waterfront Development Corp,1/7/2012,4,17
Waterfront Development Corp,8/18/2012,5,24
Waterfront Development Corp,10/13/2012,5,20
Waterfront Development Corp,3/29/2014,4,17
Waterfront Development Corp,9/12/2015,8,20
Waterfront Development Corp,1/2/2016,8,17
Waterfront Development Corp,4/23/2016,7,18
Waterfront Development Corp,9/10/2016,8,22
Waterfront Development Corp,10/22/2016,7,20
Youth Detention Services      ,4/28/2012,25,118
Youth Detention Services      ,5/26/2012,26,122
Youth Detention Services      ,1/19/2013,19,121
Youth Detention Services      ,3/16/2013,18,123
Youth Detention Services      ,8/31/2013,16,125
Youth Detention Services      ,2/13/2016,31,116
Youth Detention Services      ,5/6/2017,32,122
Zoo,11/10/2012,19,238
Zoo,8/17/2013,22,274
Zoo,11/9/2013,19,243
Zoo,5/23/2015,21,267
Zoo,8/26/2017,22,240
Metro Parks & Recreation,4/12/2014,90,347
Metro Parks & Recreation,5/24/2014,86,423
Metro Parks & Recreation,12/5/2015,82,344
Metro Parks & Recreation,3/11/2017,71,357
Metro Parks & Recreation,4/8/2017,70,367
Metro Police,8/2/2014,116,1544
Metro Police,8/30/2014,112,1535
Metro Police,2/28/2015,128,1570
Metro Police,6/6/2015,141,1559
Metro Police,8/15/2015,131,1554
Metro Police,2/25/2017,174,1567
Office of Performance Improvmt,9/29/2012,0,4
Office of Performance Improvmt,10/11/2014,2,10
Office of Performance Improvmt,4/9/2016,0,11
Office of Performance Improvmt,7/16/2016,0,14
Office of Performance Improvmt,7/30/2016,0,14
Office of Performance Improvmt,11/5/2016,2,13
Office of Performance Improvmt,7/15/2017,1,17
OMB ,2/4/2012,55,177
OMB ,9/29/2012,46,171
OMB ,7/19/2014,39,179
OMB ,3/12/2016,49,199
OMB ,7/16/2016,37,199
OMB ,11/5/2016,40,202
OMB ,5/20/2017,47,198
Other Officials               ,10/12/2013,0,3
Other Officials               ,11/7/2015,0,3
Other Officials               ,12/3/2016,0,3
Parking Authority of River Cty,6/7/2014,5,25
Public Health & Wellness,10/15/2011,110,258
Public Health & Wellness,1/21/2012,95,258
Public Health & Wellness,7/21/2012,101,260
Public Health & Wellness,3/28/2015,58,208
Public Health & Wellness,8/13/2016,48,217
Public Health & Wellness,3/25/2017,60,216
Public Health & Wellness,8/12/2017,56,227
Public Health & Wellness,9/9/2017,57,222
PW&A ,12/10/2011,164,444
PW&A ,11/22/2014,121,444
PW&A ,3/25/2017,136,461
Waterfront Development Corp,1/21/2012,4,17
Waterfront Development Corp,3/17/2012,4,17
Waterfront Development Corp,3/28/2015,7,19
Waterfront Development Corp,6/20/2015,7,22
Waterfront Development Corp,1/30/2016,7,17
Waterfront Development Corp,8/12/2017,7,22
Youth Detention Services      ,3/31/2012,21,117
Youth Detention Services      ,5/12/2012,26,116
Youth Detention Services      ,6/23/2012,21,121
Youth Detention Services      ,5/25/2013,22,124
Youth Detention Services      ,3/15/2014,20,119
Youth Detention Services      ,2/14/2015,13,111
Youth Detention Services      ,5/7/2016,32,114
Youth Detention Services      ,8/27/2016,31,118
Zoo,10/15/2011,21,256
Zoo,10/29/2011,23,245
Zoo,9/28/2013,22,260
Zoo,3/28/2015,16,230
Zoo,8/29/2015,23,254
Zoo,10/22/2016,16,265
Zoo,9/9/2017,22,239
Metro Criminal Justice Comm   ,3/14/2015,0,4
Metro Criminal Justice Comm   ,10/24/2015,0,5
Metro Criminal Justice Comm   ,5/21/2016,0,4
Metro Parks & Recreation,10/1/2011,95,379
Metro Parks & Recreation,3/16/2013,81,334
Metro Parks & Recreation,2/14/2015,71,332
Metro Parks & Recreation,3/12/2016,85,329
Metro Parks & Recreation,2/25/2017,70,362
Metro Police,6/23/2012,117,1542
Metro Police,7/21/2012,112,1538
Metro Police,8/18/2012,114,1520
Metro Police,3/30/2013,123,1538
Metro Police,3/25/2017,169,1608
Metro Police,4/22/2017,177,1601
Metro Police,7/1/2017,189,1626
Office of Performance Improvmt,11/12/2011,0,3
Office of Performance Improvmt,2/4/2012,0,4
Office of Performance Improvmt,1/5/2013,0,5
Office of Performance Improvmt,2/1/2014,1,8
Office of Performance Improvmt,8/12/2017,1,16
OMB ,4/28/2012,42,172
OMB ,8/4/2012,46,172
OMB ,10/26/2013,40,178
OMB ,3/11/2017,44,201
OMB ,8/12/2017,48,199
Other Officials               ,3/17/2012,0,3
Other Officials               ,7/30/2016,0,3
Other Officials               ,12/31/2016,0,3
Other Officials               ,2/11/2017,0,3
Parking Authority of River Cty,1/7/2012,4,21
Parking Authority of River Cty,10/12/2013,3,25
Parking Authority of River Cty,5/23/2015,2,26
Parking Authority of River Cty,12/3/2016,5,28
Parking Authority of River Cty,1/14/2017,5,29
Public Health & Wellness,12/24/2011,105,261
Public Health & Wellness,10/22/2016,49,212
PW&A ,12/20/2014,121,443
PW&A ,11/21/2015,132,455
PW&A ,10/8/2016,157,456
PW&A ,5/6/2017,144,466
Waterfront Development Corp,12/24/2011,4,17
Waterfront Development Corp,4/14/2012,3,16
Waterfront Development Corp,7/7/2012,5,24
Waterfront Development Corp,1/4/2014,5,16
Youth Detention Services      ,12/8/2012,19,122
Youth Detention Services      ,8/30/2014,17,114
Youth Detention Services      ,1/3/2015,13,117
Youth Detention Services      ,1/17/2015,13,112
Youth Detention Services      ,6/6/2015,17,114
Zoo,7/21/2012,24,254
Zoo,5/10/2014,17,252
Zoo,3/25/2017,19,207
Mayor's Office                ,8/1/2015,0,20
Mayor's Office                ,2/13/2016,0,21
Metro Animal Services         ,12/10/2011,17,43
Metro Animal Services         ,2/4/2012,19,46
Metro Animal Services         ,4/13/2013,14,49
Metro Animal Services         ,10/26/2013,17,52
Metro Animal Services         ,11/22/2014,16,57
Metro Criminal Justice Comm   ,11/26/2011,1,5
Metro Criminal Justice Comm   ,5/25/2013,1,4
Metro Criminal Justice Comm   ,11/22/2014,0,4
Metro Criminal Justice Comm   ,6/4/2016,0,4
Metro Parks & Recreation,3/3/2012,76,344
Metro Parks & Recreation,4/14/2012,86,348
Metro Parks & Recreation,12/19/2015,84,334
Metro Parks & Recreation,7/16/2016,78,502
Metro Parks & Recreation,7/30/2016,78,497
Metro Parks & Recreation,7/15/2017,75,511
Metro Police,3/31/2012,108,1519
Metro Police,2/16/2013,133,1516
Metro Police,3/2/2013,122,1534
Office of Performance Improvmt,3/11/2017,1,13
OMB ,1/18/2014,36,181
OMB ,4/26/2014,37,182
OMB ,8/30/2014,39,179
OMB ,12/20/2014,44,181
OMB ,6/6/2015,42,191
OMB ,6/20/2015,39,193
OMB ,12/5/2015,42,195
OMB ,1/28/2017,43,197
Other Officials               ,5/9/2015,0,3
Other Officials               ,1/16/2016,0,3
Other Officials               ,2/27/2016,0,3
Other Officials               ,4/9/2016,0,3
Other Officials               ,3/25/2017,0,3
Other Officials               ,7/29/2017,0,3
Parking Authority of River Cty,10/25/2014,5,27
Parking Authority of River Cty,1/2/2016,4,27
Parking Authority of River Cty,10/22/2016,6,31
Public Health & Wellness,8/4/2012,99,256
Public Health & Wellness,2/2/2013,78,248
Public Health & Wellness,2/1/2014,59,231
Public Health & Wellness,7/5/2014,65,230
Public Health & Wellness,12/3/2016,56,213
PW&A ,6/9/2012,168,433
PW&A ,9/1/2012,154,438
PW&A ,1/5/2013,143,438
PW&A ,3/14/2015,115,441
PW&A ,7/18/2015,112,450
PW&A ,11/7/2015,137,458
Waterfront Development Corp,7/16/2016,7,26
Waterfront Development Corp,7/30/2016,7,23
Waterfront Development Corp,9/24/2016,8,21
Waterfront Development Corp,1/14/2017,6,17
Waterfront Development Corp,7/15/2017,7,26
Youth Detention Services      ,10/13/2012,21,121
Youth Detention Services      ,4/13/2013,23,121
Youth Detention Services      ,10/26/2013,18,124
Youth Detention Services      ,1/31/2015,15,115
Youth Detention Services      ,8/15/2015,17,110
Youth Detention Services      ,10/10/2015,18,119
Youth Detention Services      ,4/23/2016,30,114
Youth Detention Services      ,10/8/2016,22,115
Zoo,5/26/2012,26,253
Zoo,8/4/2012,25,254
Zoo,2/2/2013,26,138
Zoo,8/3/2013,24,282
Zoo,2/1/2014,18,140
Zoo,6/7/2014,17,265
Zoo,12/3/2016,19,178
Zoo,6/17/2017,21,260
Metro Parks & Recreation,9/15/2012,75,385
Metro Parks & Recreation,9/27/2014,80,373
Metro Parks & Recreation,3/14/2015,71,325
Metro Parks & Recreation,4/25/2015,73,354
Metro Parks & Recreation,6/20/2015,85,492
Metro Parks & Recreation,7/18/2015,87,487
Metro Parks & Recreation,6/17/2017,74,499
Metro Police,6/8/2013,120,1522
Metro Police,6/22/2013,119,1529
Metro Police,7/20/2013,116,1523
Metro Police,2/15/2014,102,1514
Metro Police,4/26/2014,110,1520
Metro Police,10/25/2014,109,1564
Metro Police,1/31/2015,119,1551
Metro Police,6/18/2016,156,1572
Office of Performance Improvmt,3/3/2012,0,4
Office of Performance Improvmt,11/23/2013,1,7
Office of Performance Improvmt,5/23/2015,2,13
Office of Performance Improvmt,6/4/2016,0,14
Office of Performance Improvmt,7/29/2017,1,17
OMB ,11/24/2012,49,173
OMB ,2/16/2013,51,178
OMB ,4/25/2015,40,186
OMB ,6/4/2016,38,202
OMB ,9/24/2016,40,198
OMB ,7/29/2017,46,201
Other Officials               ,5/10/2014,0,3
Parking Authority of River Cty,2/4/2012,5,21
Parking Authority of River Cty,5/12/2012,3,21
Parking Authority of River Cty,9/29/2012,4,22
Parking Authority of River Cty,10/26/2013,3,26
Parking Authority of River Cty,12/21/2013,2,26
Parking Authority of River Cty,4/12/2014,5,25
Parking Authority of River Cty,3/12/2016,5,28
Parking Authority of River Cty,8/27/2016,5,30
Public Health & Wellness,1/18/2014,57,234
Public Health & Wellness,12/19/2015,48,197
Public Health & Wellness,2/13/2016,40,201
PW&A ,3/31/2012,170,439
PW&A ,1/19/2013,147,435
PW&A ,4/27/2013,132,432
PW&A ,5/7/2016,137,454
Waterfront Development Corp,6/22/2013,4,23
Waterfront Development Corp,1/18/2014,6,17
Waterfront Development Corp,5/24/2014,4,20
Waterfront Development Corp,12/5/2015,6,17
Youth Detention Services      ,3/3/2012,20,117
Youth Detention Services      ,11/23/2013,19,124
Youth Detention Services      ,12/7/2013,19,124
Zoo,8/1/2015,23,269
Zoo,12/19/2015,22,156
Zoo,4/9/2016,19,243
Zoo,9/10/2016,23,252
Belle of Louisville           ,12/10/2011,3,31
Belle of Louisville           ,11/22/2014,4,31
Belle of Louisville           ,8/12/2017,4,65
Codes & Regulations,1/17/2015,27,123
Codes & Regulations,2/28/2015,25,123
Codes & Regulations,5/23/2015,24,123
Codes & Regulations,8/29/2015,23,131
Codes & Regulations,8/26/2017,38,155
Commonwealth Attorney         ,3/2/2013,0,19
Commonwealth Attorney         ,11/9/2013,0,17
Commonwealth Attorney         ,4/22/2017,0,20
Commonwealth Attorney         ,7/1/2017,0,20
Community Services,2/2/2013,98,232
Community Services,10/25/2014,49,145
Community Services,3/28/2015,47,146
Community Services,9/24/2016,40,127
Community Services,11/19/2016,42,143
Community Services,12/3/2016,42,144
Community Services,2/25/2017,50,142
Coroner                       ,7/21/2012,0,19
Coroner                       ,9/13/2014,0,19
Coroner                       ,1/16/2016,0,15
Coroner                       ,1/28/2017,0,15
Corrections                   ,9/1/2012,148,529
Corrections                   ,4/12/2014,124,538
Corrections                   ,11/7/2015,95,537
County Attorney               ,2/18/2012,0,92
County Attorney               ,11/10/2012,0,92
County Attorney               ,6/22/2013,0,95
County Attorney               ,8/17/2013,0,93
County Attorney               ,12/7/2013,0,93
County Attorney               ,7/19/2014,0,93
County Attorney               ,12/31/2016,0,101
County Attorney               ,2/11/2017,0,102
County Attorney               ,5/20/2017,0,102
Dept of Information Technology,3/17/2012,12,58
Dept of Information Technology,4/9/2016,9,57
Dept of Information Technology,3/25/2017,9,62
Dept of Information Technology,6/3/2017,9,59
Dept of Information Technology,6/17/2017,9,60
Develop Louisville,8/18/2012,28,91
Develop Louisville,9/28/2013,20,96
Develop Louisville,9/27/2014,21,122
Develop Louisville,10/24/2015,19,120
Econ Growth & Innovation ,10/13/2012,4,29
Econ Growth & Innovation ,4/13/2013,2,27
Econ Growth & Innovation ,11/9/2013,0,27
Econ Growth & Innovation ,3/15/2014,1,26
Econ Growth & Innovation ,5/10/2014,1,26
Econ Growth & Innovation-APCD,5/26/2012,23,64
Econ Growth & Innovation-APCD,9/29/2012,14,64
Econ Growth & Innovation-APCD,2/2/2013,19,62
Econ Growth & Innovation-APCD,8/3/2013,17,64
Econ Growth & Innovation-APCD,10/25/2014,17,57
Emergency Mgt Agency/MetroSafe,5/26/2012,31,193
Emergency Mgt Agency/MetroSafe,2/2/2013,36,188
Emergency Mgt Agency/MetroSafe,7/20/2013,34,187
Emergency Mgt Agency/MetroSafe,8/3/2013,36,188
Emergency Mgt Agency/MetroSafe,8/27/2016,35,185
Emergency Mgt Agency/MetroSafe,2/25/2017,39,182
Fire & Rescue                 ,1/2/2016,82,487
Fleet & Facilities,2/16/2013,72,197
Human Relations Commission    ,11/12/2011,3,20
Human Relations Commission    ,12/10/2011,3,20
Human Relations Commission    ,5/25/2013,2,14
Human Relations Commission    ,6/8/2013,2,14
Human Relations Commission    ,11/22/2014,3,21
Human Relations Commission    ,5/23/2015,1,20
Human Relations Commission    ,6/4/2016,0,19
Human Relations Commission    ,10/8/2016,2,19
Human Relations Commission    ,12/17/2016,2,19
Human Relations Commission    ,3/11/2017,3,18
Human Resources,12/10/2011,4,34
Human Resources,2/4/2012,5,32
Human Resources,2/16/2013,2,38
Human Resources,6/8/2013,2,33
Human Resources,9/27/2014,2,32
Human Resources,11/22/2014,1,37
Human Resources,8/12/2017,5,41
Internal Auditor              ,11/12/2011,1,6
Internal Auditor              ,6/8/2013,0,7
Internal Auditor              ,10/26/2013,1,6
Internal Auditor              ,1/17/2015,0,7
Internal Auditor              ,2/28/2015,0,7
Internal Auditor              ,5/23/2015,0,7
Internal Auditor              ,8/29/2015,0,7
Internal Auditor              ,8/26/2017,0,7
Kentuckiana Works Foundation,4/13/2013,6,17
Kentuckiana Works Foundation,4/22/2017,3,25
Library,3/28/2015,31,289
Library,11/21/2015,45,286
Library,2/25/2017,46,291
Louisville Metro Council      ,7/21/2012,12,87
Louisville Metro Council      ,8/18/2012,10,89
Louisville Metro Council      ,3/25/2017,8,78
Louisville Metro EMS,3/16/2013,27,239
Louisville Metro EMS,9/14/2013,19,227
Louisville Metro EMS,10/12/2013,14,238
Louisville Metro EMS,10/25/2014,9,242
Louisville Metro EMS,3/28/2015,20,245
Louisville Metro EMS,11/19/2016,29,224
Louisville Metro EMS,12/3/2016,32,221
Louisville Metro EMS,2/25/2017,34,233
Mayor's Office                ,7/21/2012,1,23
Mayor's Office                ,6/20/2015,1,19
Mayor's Office                ,9/12/2015,1,23
Mayor's Office                ,4/9/2016,0,21
Mayor's Office                ,3/25/2017,1,19
Metro Animal Services         ,11/10/2012,18,48
Metro Animal Services         ,2/16/2013,16,50
Metro Animal Services         ,12/7/2013,17,49
Metro Animal Services         ,5/24/2014,19,50
Metro Animal Services         ,2/11/2017,20,60
Metro Criminal Justice Comm   ,11/9/2013,0,4
Metro Criminal Justice Comm   ,12/7/2013,0,4
Metro Criminal Justice Comm   ,5/10/2014,0,4
Metro Parks & Recreation,9/29/2012,77,385
Metro Parks & Recreation,8/31/2013,91,362
Metro Police,2/18/2012,116,1520
Metro Police,10/13/2012,102,1542
Metro Police,4/13/2013,121,1531
Belle of Louisville           ,9/1/2012,3,60
Belle of Louisville           ,12/8/2012,2,31
Belle of Louisville           ,1/18/2014,3,28
Belle of Louisville           ,4/12/2014,3,50
Belle of Louisville           ,7/19/2014,3,67
Belle of Louisville           ,12/5/2015,3,24
Belle of Louisville           ,4/8/2017,4,49
Codes & Regulations,2/1/2014,14,122
Codes & Regulations,9/13/2014,25,123
Commonwealth Attorney         ,9/24/2016,0,24
Commonwealth Attorney         ,12/17/2016,0,21
Commonwealth Attorney         ,1/14/2017,0,20
Community Services,11/26/2011,109,226
Community Services,9/13/2014,48,137
Community Services,12/17/2016,46,145
Coroner                       ,6/8/2013,0,19
Coroner                       ,5/10/2014,0,19
Coroner                       ,1/31/2015,0,18
Corrections                   ,10/29/2011,168,542
Corrections                   ,11/8/2014,139,532
Corrections                   ,11/21/2015,97,536
County Attorney               ,1/7/2012,0,94
County Attorney               ,10/13/2012,0,93
County Attorney               ,1/5/2013,0,92
County Attorney               ,3/29/2014,0,91
County Attorney               ,9/26/2015,0,94
