a	b	c	d	e	f	g	h	i	j
6	10	2	5	93	9	3	484	2	0
6	11	2	5	47	4	7	692	1	0
6	12	2	5	38	3	8	780	1	0
6	13	2	5	92	9	2	908	2	0
6	14	2	5	72	7	2	412	2	0
6	15	2	5	36	3	6	1540	1	0
6	16	2	5	91	9	1	779	2	0
6	17	2	5	62	6	2	691	2	0
6	18	2	5	83	8	3	483	2	0
6	19	2	5	48	4	8	571	1	0
6	20	2	5	18	1	8	587	1	0
6	21	2	5	46	4	6	747	1	0
6	22	2	5	73	7	3	596	2	0
6	23	2	5	81	8	1	661	2	0
6	24	2	5	39	3	9	820	1	0
6	25	2	5	16	1	6	1076	1	0
6	26	2	5	37	3	7	2708	1	0
6	27	2	5	64	6	4	667	2	0
6	28	2	5	63	6	3	491	2	0
6	29	2	5	17	1	7	507	1	0
6	30	2	5	26	2	6	1019	1	0
6	31	2	5	74	7	4	651	2	0
6	1	2	4	78	7	8	524	1	0
6	2	2	4	21	2	1	580	2	0
6	3	2	4	88	8	8	468	1	0
6	4	2	4	24	2	4	707	2	0
6	5	2	4	66	6	6	835	1	0
6	6	2	4	22	2	2	507	2	0
6	7	2	4	41	4	1	851	2	0
6	8	2	4	33	3	3	1315	2	0
6	9	2	4	44	4	4	475	2	0
6	10	2	4	86	8	6	1500	1	0
6	11	2	4	99	9	9	580	1	0
6	12	2	4	14	1	4	668	2	0
6	13	2	4	67	6	7	492	1	0
6	14	2	4	68	6	8	452	1	0
6	15	2	4	76	7	6	741	1	0
6	16	2	4	32	3	2	644	2	0
6	17	2	4	31	3	1	611	2	0
6	18	2	4	96	9	6	1051	1	0
6	19	2	4	23	2	3	3099	2	0
6	20	2	4	12	1	2	547	2	0
6	21	2	4	42	4	2	596	2	0
6	22	2	4	11	1	1	452	2	0
6	23	2	4	98	9	8	564	1	0
6	24	2	4	77	7	7	772	1	0
6	25	2	4	13	1	3	636	2	0
6	26	2	4	34	3	4	812	2	0
6	27	2	4	97	9	7	756	1	0
6	28	2	4	89	8	9	628	1	0
6	29	2	4	69	6	9	451	1	0
6	30	2	4	43	4	3	491	2	0
6	31	2	4	79	7	9	475	1	0
6	1	1	5	17	1	7	1260	2	0
6	2	1	5	63	6	3	684	1	0
6	3	1	5	29	2	9	1324	2	0
6	4	1	5	74	7	4	811	1	0
6	5	1	5	28	2	8	587	2	0
6	6	1	5	19	1	9	907	2	0
6	7	1	5	93	9	3	508	1	0
6	8	1	5	39	3	9	1699	2	0
6	9	1	5	18	1	8	1107	2	0
6	10	1	5	92	9	2	1028	1	0
6	11	1	5	49	4	9	1412	2	0
6	12	1	5	64	6	4	996	1	0
6	13	1	5	73	7	3	548	1	0
6	14	1	5	72	7	2	436	1	0
6	15	1	5	84	8	4	579	1	0
6	16	1	5	83	8	3	395	1	0
6	17	1	5	46	4	6	555	2	0
6	18	1	5	62	6	2	531	1	0
6	19	1	5	37	3	7	611	2	0
6	20	1	5	91	9	1	516	1	0
6	21	1	5	71	7	1	603	1	0
6	22	1	5	16	1	6	755	2	0
6	23	1	5	82	8	2	492	1	0
6	24	1	5	27	2	7	556	2	0
6	25	1	5	36	3	6	1284	2	0
6	26	1	5	61	6	1	516	1	0
6	27	1	5	48	4	8	796	2	0
6	28	1	5	94	9	4	540	1	0
6	29	1	5	47	4	7	635	2	0
6	30	1	5	38	3	8	651	2	0
6	31	1	5	81	8	1	731	1	0
6	1	1	4	34	3	4	492	2	0
6	2	1	4	87	8	7	860	1	0
6	3	1	4	79	7	9	1092	1	0
6	4	1	4	98	9	8	524	1	0
6	5	1	4	14	1	4	596	2	0
6	6	1	4	33	3	3	491	2	0
6	7	1	4	23	2	3	955	2	0
6	8	1	4	99	9	9	483	1	0
6	9	1	4	31	3	1	595	2	0
6	10	1	4	76	7	6	571	1	0
6	11	1	4	24	2	4	499	2	0
6	12	1	4	12	1	2	851	2	0
6	13	1	4	44	4	4	508	2	0
6	14	1	4	88	8	8	621	1	0
6	15	1	4	43	4	3	628	2	0
6	16	1	4	77	7	7	516	1	0
6	17	1	4	68	6	8	860	1	0
6	18	1	4	67	6	7	420	1	0
6	19	1	4	11	1	1	620	2	0
6	20	1	4	66	6	6	627	1	0
6	21	1	4	97	9	7	475	1	0
6	22	1	4	86	8	6	395	1	0
6	23	1	4	69	6	9	651	1	0
6	24	1	4	21	2	1	931	2	0
6	25	1	4	89	8	9	587	1	0
6	26	1	4	78	7	8	523	1	0
6	27	1	4	22	2	2	580	2	0
6	28	1	4	96	9	6	956	1	0
6	29	1	4	13	1	3	508	2	0
6	30	1	4	42	4	2	589	2	0
6	31	1	4	41	4	1	428	2	0
6	1	1	1	71	7	1	491	1	0
6	2	1	1	43	4	3	595	2	0
6	3	1	1	14	1	4	507	2	0
6	4	1	1	26	2	6	907	2	0
6	5	1	1	72	7	2	596	1	0
6	6	1	1	33	3	3	612	2	0
6	7	1	1	98	9	8	612	1	0
6	8	1	1	11	1	1	980	2	0
6	9	1	1	76	7	6	469	1	0
6	10	1	1	16	1	6	660	2	0
6	11	1	1	21	2	1	667	2	0
6	12	1	1	66	6	6	539	1	0
6	13	1	1	97	9	7	603	1	0
6	14	1	1	87	8	7	531	1	0
6	15	1	1	89	8	9	467	1	0
6	16	1	1	94	9	4	1187	1	0
6	17	1	1	41	4	1	1267	2	0
6	18	1	1	93	9	3	492	1	0
6	19	1	1	39	3	9	492	2	0
6	20	1	1	48	4	8	716	2	0
6	21	1	1	63	6	3	572	1	0
6	22	1	1	36	3	6	580	2	0
6	23	1	1	67	6	7	644	1	0
6	24	1	1	81	8	1	485	1	0
6	25	1	1	38	3	8	635	2	0
6	26	1	1	86	8	6	843	1	0
6	27	1	1	74	7	4	691	1	0
6	28	1	1	19	1	9	603	2	0
6	29	1	1	18	1	8	555	2	0
6	30	1	1	83	8	3	563	1	0
6	31	1	1	92	9	2	492	1	0
6	32	1	1	46	4	6	884	2	0
6	33	1	1	82	8	2	508	1	0
6	34	1	1	34	3	4	484	2	0
6	35	1	1	47	4	7	532	1	1
6	36	1	1	68	6	8	652	1	0
6	37	1	1	29	2	9	556	2	0
6	38	1	1	28	2	8	579	2	0
6	39	1	1	17	1	7	475	2	0
6	40	1	1	64	6	4	476	1	0
6	41	1	1	27	2	7	555	2	0
6	42	1	1	22	2	2	427	2	0
6	43	1	1	42	4	2	443	2	0
6	44	1	1	49	4	9	427	2	0
6	45	1	1	91	9	1	651	1	0
6	46	1	1	31	3	1	780	2	0
6	47	1	1	79	7	9	796	1	0
6	48	1	1	12	1	2	876	2	0
6	49	1	1	44	4	4	468	2	0
6	50	1	1	99	9	9	516	1	0
6	51	1	1	78	7	8	620	1	0
6	52	1	1	73	7	3	412	1	0
6	53	1	1	69	6	9	819	1	0
6	54	1	1	13	1	3	531	2	0
6	55	1	1	96	9	6	563	1	0
6	56	1	1	88	8	8	588	1	0
6	57	1	1	62	6	2	499	1	0
6	58	1	1	77	7	7	739	1	0
6	59	1	1	61	6	1	379	1	0
6	60	1	1	24	2	4	492	2	0
6	61	1	1	84	8	4	500	1	0
6	62	1	1	23	2	3	612	2	0
6	63	1	1	37	3	7	812	2	0
6	1	1	3	66	6	6	475	1	0
6	2	1	3	49	4	9	1067	2	0
6	3	1	3	88	8	8	508	1	0
6	4	1	3	89	8	9	427	1	0
6	5	1	3	19	1	9	492	2	0
6	6	1	3	97	9	7	460	1	0
6	7	1	3	69	6	9	1004	1	0
6	8	1	3	76	7	6	372	1	0
6	9	1	3	67	6	7	468	1	0
6	10	1	3	87	8	7	324	1	0
6	11	1	3	77	7	7	380	1	0
6	12	1	3	17	1	7	604	2	0
6	13	1	3	98	9	8	443	1	0
6	14	1	3	78	7	8	899	1	0
6	15	1	3	26	2	6	1019	2	0
6	16	1	3	86	8	6	491	1	0
6	17	1	3	18	1	8	547	2	0
6	18	1	3	38	3	8	627	2	0
6	19	1	3	36	3	6	388	2	0
6	20	1	3	39	3	9	372	2	0
6	21	1	3	28	2	8	508	2	0
6	22	1	3	48	4	8	772	2	0
6	23	1	3	96	9	6	476	1	0
6	24	1	3	99	9	9	1004	1	0
6	25	1	3	79	7	9	836	1	0
6	26	1	3	46	4	6	692	2	0
6	27	1	3	47	4	7	427	2	0
6	28	1	3	16	1	6	643	2	0
6	29	1	3	27	2	7	691	2	0
6	30	1	3	68	6	8	1011	1	0
6	31	1	3	37	3	7	723	2	0
6	1	1	2	93	9	3	388	1	0
6	2	1	2	21	2	1	540	2	0
6	3	1	2	33	3	3	348	1	1
6	4	1	2	74	7	4	508	1	0
6	5	1	2	64	6	4	667	1	0
6	6	1	2	11	1	1	467	2	0
6	7	1	2	63	6	3	819	1	0
6	8	1	2	92	9	2	507	1	0
6	9	1	2	73	7	3	515	1	0
6	10	1	2	81	8	1	507	1	0
6	11	1	2	71	7	1	403	1	0
6	12	1	2	14	1	4	668	2	0
6	13	1	2	83	8	3	844	1	0
6	14	1	2	31	3	1	1229	2	0
6	15	1	2	44	4	4	1196	2	0
6	16	1	2	23	2	3	1020	2	0
6	17	1	2	82	8	2	492	1	0
6	18	1	2	41	4	1	539	2	0
6	19	1	2	13	1	3	1003	2	0
6	20	1	2	43	4	3	1891	2	0
6	21	1	2	72	7	2	2187	1	0
6	22	1	2	62	6	2	604	1	0
6	23	1	2	12	1	2	572	2	0
6	24	1	2	34	3	4	676	2	0
6	25	1	2	42	4	2	564	2	0
6	26	1	2	91	9	1	517	1	0
6	27	1	2	24	2	4	508	2	0
6	28	1	2	84	8	4	492	1	0
6	29	1	2	94	9	4	387	2	1
6	30	1	2	61	6	1	643	1	0
6	31	1	2	32	3	2	619	2	0
6	1	1	1	98	9	8	579	1	0
6	2	1	1	36	3	6	523	2	0
6	3	1	1	79	7	9	595	1	0
6	4	1	1	28	2	8	563	2	0
6	5	1	1	37	3	7	556	2	0
6	6	1	1	47	4	7	780	2	0
6	7	1	1	76	7	6	460	2	1
6	8	1	1	13	1	3	604	2	0
6	9	1	1	33	3	3	516	2	0
6	10	1	1	11	1	1	492	2	0
6	11	1	1	86	8	6	548	1	0
6	12	1	1	82	8	2	483	1	0
6	13	1	1	69	6	9	692	1	0
6	14	1	1	38	3	8	987	2	0
6	15	1	1	48	4	8	451	2	0
6	16	1	1	89	8	9	475	1	0
6	17	1	1	26	2	6	611	2	0
6	18	1	1	67	6	7	587	1	0
6	19	1	1	19	1	9	508	2	0
6	20	1	1	63	6	3	532	1	0
6	21	1	1	74	7	4	516	1	0
6	22	1	1	77	7	7	428	1	0
6	23	1	1	12	1	2	476	2	0
6	24	1	1	91	9	1	532	1	0
6	25	1	1	49	4	9	828	2	0
6	26	1	1	78	7	8	603	1	0
6	27	1	1	92	9	2	507	1	0
6	28	1	1	81	8	1	459	1	0
6	29	1	1	83	8	3	443	1	0
6	30	1	1	14	1	4	716	2	0
6	31	1	1	24	2	4	459	2	0
6	32	1	1	94	9	4	515	1	0
6	33	1	1	64	6	4	467	1	0
6	34	1	1	17	1	7	476	2	0
6	35	1	1	73	7	3	556	1	0
6	36	1	1	96	9	6	524	1	0
6	37	1	1	71	7	1	412	1	0
6	38	1	1	42	4	2	804	2	0
6	39	1	1	93	9	3	500	1	0
6	40	1	1	72	7	2	508	1	0
6	41	1	1	62	6	2	667	1	0
6	42	1	1	29	2	9	579	2	0
6	43	1	1	46	4	6	603	1	1
6	44	1	1	39	3	9	763	2	0
6	45	1	1	43	4	3	563	2	0
6	46	1	1	41	4	1	412	2	0
6	47	1	1	21	2	1	483	2	0
6	48	1	1	84	8	4	723	1	0
6	49	1	1	16	1	6	788	2	0
6	50	1	1	88	8	8	868	1	0
6	51	1	1	34	3	4	908	2	0
6	52	1	1	44	4	4	860	2	0
6	53	1	1	18	1	8	652	2	0
6	54	1	1	99	9	9	548	1	0
6	55	1	1	31	3	1	691	2	0
6	56	1	1	68	6	8	1227	1	0
6	57	1	1	23	2	3	667	2	0
6	58	1	1	22	2	2	499	2	0
6	59	1	1	87	8	7	555	1	0
6	60	1	1	32	3	2	499	2	0
6	61	1	1	61	6	1	1188	1	0
6	62	1	1	27	2	7	652	2	0
6	63	1	1	66	6	6	4268	1	0
6	1	1	5	62	6	2	435	1	0
6	2	1	5	49	4	9	1427	2	0
6	3	1	5	38	3	8	644	2	0
6	4	1	5	83	8	3	461	1	0
6	5	1	5	27	2	7	508	2	0
6	6	1	5	16	1	6	484	2	0
6	7	1	5	29	2	9	388	2	0
6	8	1	5	26	2	6	380	2	0
6	9	1	5	91	9	1	452	1	0
6	10	1	5	46	4	6	555	2	0
6	11	1	5	74	7	4	555	1	0
6	12	1	5	48	4	8	547	1	1
6	13	1	5	47	4	7	411	1	1
6	14	1	5	84	8	4	883	1	0
6	15	1	5	72	7	2	547	1	0
6	16	1	5	18	1	8	611	1	1
6	17	1	5	94	9	4	579	1	0
6	18	1	5	36	3	6	500	2	0
6	19	1	5	61	6	1	1068	1	0
6	20	1	5	82	8	2	517	1	0
6	21	1	5	73	7	3	852	1	0
6	22	1	5	81	8	1	476	1	0
6	23	1	5	93	9	3	428	1	0
6	24	1	5	92	9	2	420	1	0
6	25	1	5	17	1	7	587	2	0
6	26	1	5	64	6	4	555	1	0
6	27	1	5	28	2	8	555	2	0
6	28	1	5	37	3	7	763	2	0
6	29	1	5	63	6	3	483	1	0
6	30	1	5	19	1	9	459	2	0
6	31	1	5	39	3	9	587	2	0
6	1	1	4	13	1	3	515	2	0
6	2	1	4	86	8	6	434	1	0
6	3	1	4	98	9	8	595	1	0
6	4	1	4	44	4	4	595	2	0
6	5	1	4	77	7	7	611	1	0
6	6	1	4	22	2	2	499	2	0
6	7	1	4	33	3	3	555	2	0
6	8	1	4	34	3	4	396	2	0
6	9	1	4	96	9	6	444	1	0
6	10	1	4	43	4	3	572	2	0
6	11	1	4	99	9	9	612	1	0
6	12	1	4	23	2	3	484	2	0
6	13	1	4	68	6	8	452	1	0
6	14	1	4	21	2	1	628	2	0
6	15	1	4	14	1	4	461	2	0
6	16	1	4	32	3	2	651	2	0
6	17	1	4	87	8	7	475	1	0
6	18	1	4	79	7	9	443	1	0
6	19	1	4	88	8	8	427	1	0
6	20	1	4	67	6	7	707	1	0
6	21	1	4	89	8	9	387	1	0
6	22	1	4	12	1	2	611	2	0
6	23	1	4	31	3	1	611	2	0
6	24	1	4	97	9	7	444	1	0
6	25	1	4	24	2	4	508	2	0
6	26	1	4	11	1	1	492	2	0
6	27	1	4	42	4	2	852	2	0
6	28	1	4	66	6	6	828	2	1
6	29	1	4	78	7	8	620	1	0
6	30	1	4	76	7	6	436	1	0
6	31	1	4	69	6	9	379	1	0
6	1	1	2	94	9	4	636	1	0
6	2	1	2	23	2	3	572	2	0
6	3	1	2	43	4	3	580	2	0
6	4	1	2	92	9	2	540	1	0
6	5	1	2	22	2	2	564	2	0
6	6	1	2	34	3	4	524	2	0
6	7	1	2	71	7	1	564	1	0
6	8	1	2	42	4	2	596	2	0
6	9	1	2	32	3	2	603	2	0
6	10	1	2	93	9	3	499	1	0
6	11	1	2	83	8	3	532	1	0
6	12	1	2	14	1	4	491	2	0
6	13	1	2	31	3	1	1299	2	0
6	14	1	2	91	9	1	475	1	0
6	15	1	2	72	7	2	1100	1	0
6	16	1	2	44	4	4	916	2	0
6	17	1	2	64	6	4	572	1	0
6	18	1	2	74	7	4	564	1	0
6	19	1	2	11	1	1	692	2	0
6	20	1	2	81	8	1	580	1	0
6	21	1	2	21	2	1	588	2	0
6	22	1	2	62	6	2	603	1	0
6	23	1	2	12	1	2	595	2	0
6	24	1	2	73	7	3	587	1	0
6	25	1	2	82	8	2	443	1	0
6	26	1	2	84	8	4	411	1	0
6	27	1	2	33	3	3	588	2	0
6	28	1	2	24	2	4	555	2	0
6	29	1	2	61	6	1	564	1	0
6	30	1	2	13	1	3	660	2	0
6	31	1	2	63	6	3	620	1	0
6	1	1	3	27	2	7	419	2	0
6	2	1	3	38	3	8	443	2	0
6	3	1	3	89	8	9	379	2	1
6	4	1	3	36	3	6	683	2	0
6	5	1	3	86	8	6	491	1	0
6	6	1	3	49	4	9	644	2	0
6	7	1	3	78	7	8	420	1	0
6	8	1	3	96	9	6	612	1	0
6	9	1	3	17	1	7	468	2	0
6	10	1	3	76	7	6	436	1	0
6	11	1	3	87	8	7	444	1	0
6	12	1	3	66	6	6	460	1	0
6	13	1	3	69	6	9	436	1	0
6	14	1	3	68	6	8	372	1	0
6	15	1	3	77	7	7	531	1	0
6	16	1	3	19	1	9	651	2	0
6	17	1	3	47	4	7	915	2	0
6	18	1	3	16	1	6	547	2	0
6	19	1	3	79	7	9	483	1	0
6	20	1	3	67	6	7	387	1	0
6	21	1	3	26	2	6	595	2	0
6	22	1	3	28	2	8	676	2	0
6	23	1	3	88	8	8	485	1	0
6	24	1	3	29	2	9	428	2	0
6	25	1	3	97	9	7	468	1	0
6	26	1	3	37	3	7	676	2	0
6	27	1	3	98	9	8	484	1	0
6	28	1	3	18	1	8	460	2	0
6	29	1	3	39	3	9	452	1	1
6	30	1	3	48	4	8	1267	2	0
6	31	1	3	99	9	9	675	1	0
6	1	2	5	71	7	1	1155	2	0
6	2	2	5	72	7	2	563	2	0
6	3	2	5	29	2	9	732	1	0
6	4	2	5	37	3	7	1012	1	0
6	5	2	5	26	2	6	588	1	0
6	6	2	5	81	8	1	716	2	0
6	7	2	5	82	8	2	477	2	0
6	8	2	5	94	9	4	540	2	0
6	9	2	5	38	3	8	676	1	0
6	10	2	5	39	3	9	556	1	0
6	11	2	5	17	1	7	531	1	0
6	12	2	5	16	1	6	851	1	0
6	13	2	5	64	6	4	707	2	0
6	14	2	5	83	8	3	955	2	0
6	15	2	5	91	9	1	539	2	0
6	16	2	5	61	6	1	492	2	0
6	17	2	5	19	1	9	660	1	0
6	18	2	5	93	9	3	436	1	1
6	19	2	5	36	3	6	428	1	0
6	20	2	5	28	2	8	444	1	0
6	21	2	5	18	1	8	468	1	0
6	22	2	5	27	2	7	468	1	0
6	23	2	5	49	4	9	644	1	0
6	24	2	5	73	7	3	629	2	0
6	25	2	5	92	9	2	963	2	0
6	26	2	5	47	4	7	627	1	0
6	27	2	5	62	6	2	627	2	0
6	28	2	5	48	4	8	635	1	0
6	29	2	5	84	8	4	547	2	0
6	30	2	5	46	4	6	571	1	0
6	31	2	5	63	6	3	604	2	0
6	1	2	4	79	7	9	524	1	0
6	2	2	4	98	9	8	571	1	0
6	3	2	4	69	6	9	580	1	0
6	4	2	4	99	9	9	443	1	0
6	5	2	4	42	4	2	547	2	0
6	6	2	4	34	3	4	483	2	0
6	7	2	4	68	6	8	531	1	0
6	8	2	4	41	4	1	539	2	0
6	9	2	4	23	2	3	1172	2	0
6	10	2	4	87	8	7	676	1	0
6	11	2	4	31	3	1	548	2	0
6	12	2	4	78	7	8	580	1	0
6	13	2	4	21	2	1	532	2	0
6	14	2	4	33	3	3	732	2	0
6	15	2	4	43	4	3	476	2	0
6	16	2	4	22	2	2	491	2	0
6	17	2	4	76	7	6	707	1	0
6	18	2	4	96	9	6	956	1	0
6	19	2	4	32	3	2	611	2	0
6	20	2	4	24	2	4	579	2	0
6	21	2	4	89	8	9	627	1	0
6	22	2	4	11	1	1	763	2	0
6	23	2	4	88	8	8	596	1	0
6	24	2	4	86	8	6	620	1	0
6	25	2	4	67	6	7	476	1	0
6	26	2	4	66	6	6	420	1	0
6	27	2	4	77	7	7	444	1	0
6	28	2	4	44	4	4	372	1	1
6	29	2	4	13	1	3	540	2	0
6	30	2	4	12	1	2	467	2	0
6	31	2	4	97	9	7	419	1	0
6	1	2	1	48	4	8	667	1	0
6	2	2	1	92	9	2	476	2	0
6	3	2	1	76	7	6	516	1	0
6	4	2	1	29	2	9	580	1	0
6	5	2	1	18	1	8	556	1	0
6	6	2	1	28	2	8	380	1	0
6	7	2	1	46	4	6	460	1	0
6	8	2	1	74	7	4	716	2	0
6	9	2	1	41	4	1	547	2	0
6	10	2	1	12	1	2	427	2	0
6	11	2	1	66	6	6	443	1	0
6	12	2	1	26	2	6	579	1	0
6	13	2	1	68	6	8	627	1	0
6	14	2	1	13	1	3	971	2	0
6	15	2	1	98	9	8	1388	1	0
6	16	2	1	87	8	7	556	1	0
6	17	2	1	38	3	8	476	1	0
6	18	2	1	21	2	1	572	2	0
6	19	2	1	36	3	6	652	1	0
6	20	2	1	32	3	2	876	2	0
6	21	2	1	31	3	1	484	2	0
6	22	2	1	71	7	1	508	2	0
6	23	2	1	42	4	2	875	2	0
6	24	2	1	64	6	4	1179	2	0
6	25	2	1	99	9	9	443	1	0
6	26	2	1	81	8	1	795	2	0
6	27	2	1	69	6	9	459	1	0
6	28	2	1	44	4	4	451	2	0
6	29	2	1	39	3	9	484	1	0
6	30	2	1	16	1	6	941	1	0
6	31	2	1	22	2	2	908	2	0
6	32	2	1	73	7	3	500	2	0
6	33	2	1	86	8	6	460	1	0
6	34	2	1	89	8	9	388	1	0
6	35	2	1	82	8	2	524	2	0
6	36	2	1	79	7	9	700	1	0
6	37	2	1	67	6	7	492	1	0
6	38	2	1	27	2	7	467	1	0
6	39	2	1	17	1	7	499	1	0
6	40	2	1	72	7	2	323	1	1
6	41	2	1	83	8	3	907	2	0
6	42	2	1	93	9	3	771	2	0
6	43	2	1	77	7	7	531	1	0
6	44	2	1	91	9	1	572	2	0
6	45	2	1	33	3	3	852	2	0
6	46	2	1	96	9	6	1061	1	0
6	47	2	1	78	7	8	420	1	0
6	48	2	1	88	8	8	436	1	0
6	49	2	1	61	6	1	524	2	0
6	50	2	1	62	6	2	644	2	0
6	51	2	1	14	1	4	723	2	0
6	52	2	1	63	6	3	443	2	0
6	53	2	1	11	1	1	611	2	0
6	54	2	1	23	2	3	427	2	0
6	55	2	1	19	1	9	611	1	0
6	56	2	1	24	2	4	1195	2	0
6	57	2	1	49	4	9	699	1	0
6	58	2	1	94	9	4	844	2	0
6	59	2	1	47	4	7	452	2	1
6	60	2	1	97	9	7	556	1	0
6	61	2	1	34	3	4	725	2	0
6	62	2	1	43	4	3	564	2	0
6	63	2	1	37	3	7	532	1	0
6	1	2	2	18	1	8	428	1	0
6	2	2	2	17	1	7	460	1	0
6	3	2	2	11	1	1	708	2	0
6	4	2	2	48	4	8	764	1	0
6	5	2	2	36	3	6	572	1	0
6	6	2	2	37	3	7	541	1	0
6	7	2	2	21	2	1	508	2	0
6	8	2	2	33	3	3	459	2	0
6	9	2	2	42	4	2	1155	2	0
6	10	2	2	26	2	6	611	1	0
6	11	2	2	29	2	9	675	1	0
6	12	2	2	22	2	2	603	2	0
6	13	2	2	39	3	9	563	1	0
6	14	2	2	24	2	4	724	2	0
6	15	2	2	27	2	7	1068	1	0
6	16	2	2	49	4	9	596	1	0
6	17	2	2	47	4	7	492	1	0
6	18	2	2	34	3	4	596	2	0
6	19	2	2	32	3	2	388	2	0
6	20	2	2	14	1	4	508	2	0
6	21	2	2	46	4	6	595	1	0
6	22	2	2	38	3	8	484	1	0
6	23	2	2	28	2	8	643	1	0
6	24	2	2	12	1	2	587	2	0
6	25	2	2	44	4	4	683	2	0
6	26	2	2	41	4	1	395	2	0
6	27	2	2	43	4	3	579	2	0
6	28	2	2	31	3	1	436	2	0
6	29	2	2	23	2	3	412	2	0
6	30	2	2	16	1	6	380	2	1
6	31	2	2	13	1	3	580	2	0
6	1	2	3	79	7	9	451	1	0
6	2	2	3	94	9	4	484	1	1
6	3	2	3	73	7	3	563	2	0
6	4	2	3	97	9	7	755	1	0
6	5	2	3	88	8	8	667	1	0
6	6	2	3	98	9	8	451	1	0
6	7	2	3	62	6	2	548	2	0
6	8	2	3	99	9	9	452	1	0
6	9	2	3	89	8	9	476	1	0
6	10	2	3	96	9	6	580	1	0
6	11	2	3	74	7	4	660	2	0
6	12	2	3	67	6	7	452	1	0
6	13	2	3	81	8	1	652	2	0
6	14	2	3	63	6	3	827	2	0
6	15	2	3	78	7	8	467	1	0
6	16	2	3	77	7	7	419	1	0
6	17	2	3	76	7	6	459	1	0
6	18	2	3	87	8	7	531	1	0
6	19	2	3	82	8	2	452	2	0
6	20	2	3	72	7	2	435	2	0
6	21	2	3	91	9	1	451	2	0
6	22	2	3	61	6	1	396	2	0
6	23	2	3	83	8	3	652	2	0
6	24	2	3	66	6	6	596	2	1
6	25	2	3	86	8	6	580	1	0
6	26	2	3	71	7	1	460	1	1
6	27	2	3	69	6	9	668	1	0
6	28	2	3	93	9	3	620	2	0
6	29	2	3	92	9	2	419	2	0
6	30	2	3	64	6	4	451	2	0
6	31	2	3	84	8	4	547	2	0
7	1	1	4	44	4	4	819	2	0
7	2	1	4	22	2	2	603	2	0
7	3	1	4	88	8	8	539	2	1
7	4	1	4	89	8	9	923	1	0
7	5	1	4	12	1	2	619	2	0
7	6	1	4	79	7	9	731	1	0
7	7	1	4	96	9	6	667	1	0
7	8	1	4	33	3	3	715	2	0
7	9	1	4	76	7	6	740	1	0
7	10	1	4	31	3	1	1228	2	0
7	11	1	4	67	6	7	947	1	0
7	12	1	4	69	6	9	1004	1	0
7	13	1	4	43	4	3	2035	2	0
7	14	1	4	34	3	4	971	2	0
7	15	1	4	24	2	4	795	2	0
7	16	1	4	99	9	9	803	1	0
7	17	1	4	13	1	3	803	2	0
7	18	1	4	42	4	2	1011	2	0
7	19	1	4	23	2	3	1043	2	0
7	20	1	4	77	7	7	715	1	0
7	21	1	4	66	6	6	956	1	0
7	22	1	4	78	7	8	731	1	0
7	23	1	4	11	1	1	732	2	0
7	24	1	4	87	8	7	883	1	0
7	25	1	4	86	8	6	683	1	0
7	26	1	4	14	1	4	1107	2	0
7	27	1	4	68	6	8	763	1	0
7	28	1	4	97	9	7	667	1	0
7	29	1	4	98	9	8	731	1	0
7	30	1	4	41	4	1	755	2	0
7	31	1	4	32	3	2	843	2	0
7	1	1	5	81	8	1	627	1	0
7	2	1	5	82	8	2	667	1	0
7	3	1	5	48	4	8	635	2	0
7	4	1	5	29	2	9	763	2	0
7	5	1	5	46	4	6	715	2	0
7	6	1	5	17	1	7	667	2	0
7	7	1	5	74	7	4	859	1	0
7	8	1	5	47	4	7	1131	2	0
7	9	1	5	93	9	3	579	1	0
7	10	1	5	49	4	9	739	2	0
7	11	1	5	16	1	6	644	2	0
7	12	1	5	37	3	7	644	2	0
7	13	1	5	72	7	2	628	1	0
7	14	1	5	39	3	9	772	2	0
7	15	1	5	26	2	6	611	2	0
7	16	1	5	71	7	1	667	1	0
7	17	1	5	38	3	8	859	2	0
7	18	1	5	91	9	1	539	1	0
7	19	1	5	94	9	4	667	1	0
7	20	1	5	64	6	4	963	2	1
7	21	1	5	61	6	1	891	1	0
7	22	1	5	18	1	8	1395	2	0
7	23	1	5	63	6	3	691	1	0
7	24	1	5	83	8	3	643	1	0
7	25	1	5	19	1	9	604	2	0
7	26	1	5	84	8	4	1524	1	0
7	27	1	5	28	2	8	1036	2	0
7	28	1	5	36	3	6	1051	2	0
7	29	1	5	27	2	7	1035	2	0
7	30	1	5	92	9	2	731	1	0
7	31	1	5	73	7	3	1083	1	0
7	1	1	1	64	6	4	611	1	0
7	2	1	1	24	2	4	620	2	0
7	3	1	1	67	6	7	1069	1	0
7	4	1	1	34	3	4	779	2	0
7	5	1	1	97	9	7	627	1	0
7	6	1	1	44	4	4	675	2	0
7	7	1	1	28	2	8	827	2	0
7	8	1	1	36	3	6	739	2	0
7	9	1	1	91	9	1	587	1	0
7	10	1	1	79	7	9	683	1	0
7	11	1	1	39	3	9	627	2	0
7	12	1	1	16	1	6	683	2	0
7	13	1	1	46	4	6	875	2	0
7	14	1	1	92	9	2	539	1	0
7	15	1	1	69	6	9	1211	1	0
7	16	1	1	61	6	1	572	1	0
7	17	1	1	33	3	3	693	2	0
7	18	1	1	47	4	7	1339	2	0
7	19	1	1	68	6	8	947	1	0
